GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene symbol
FBti0063595	0.549593076645653	-0.00963881013068032	0.0720600710502596	-0.133760763626746	0.8935917543966	NA	chr4	408787	408844	+	transposable_element	NA
FBti0063577	0	NA	NA	NA	NA	NA	chr4	389583	389647	+	transposable_element	NA
FBti0114522	0	NA	NA	NA	NA	NA	chr4	1314313	1314341	-	transposable_element	NA
FBti0059965	0	NA	NA	NA	NA	NA	chr4	604846	604909	+	transposable_element	NA
FBti0062167	0	NA	NA	NA	NA	NA	chr4	1275634	1276728	-	transposable_element	NA
FBti0060770	0.854680956662067	-0.0313950535919394	0.095670972618042	-0.328156521594918	0.742793319886978	NA	chr4	856260	856571	+	transposable_element	NA
FBti0114511	0	NA	NA	NA	NA	NA	chr4	1278393	1278405	-	transposable_element	NA
FBti0061512	0	NA	NA	NA	NA	NA	chr4	1114474	1114923	-	transposable_element	NA
FBti0063540	1.28926674817758	0.0924535823544726	0.111452057255788	0.82953679484163	0.406800725081242	NA	chr4	1267634	1268792	-	transposable_element	NA
FBti0114518	0	NA	NA	NA	NA	NA	chr4	1307812	1307845	-	transposable_element	NA
FBti0062232	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chr4	118964	119039	-	transposable_element	NA
FBgn0024913	5.53757025031767	0.0403812321534838	0.196427598420144	0.205578200203372	0.837120407514453	NA	chr4	1077330	1084796	-	protein_coding	Actbeta
FBti0114516	0	NA	NA	NA	NA	NA	chr4	1307790	1307802	-	transposable_element	NA
FBti0063599	0.426916061301356	0.0287828006051388	0.0573288495678927	0.502064856038185	0.615621900332732	NA	chr4	410614	410678	+	transposable_element	NA
FBti0060016	0	NA	NA	NA	NA	NA	chr4	687203	687353	-	transposable_element	NA
FBti0060831	1.19150400374823	0.0261776770112502	0.11061909809838	0.236646993704188	0.81293065979443	NA	chr4	921370	921870	-	transposable_element	NA
FBti0020437	0	NA	NA	NA	NA	NA	chr4	955248	956200	+	transposable_element	NA
FBti0020402	1.83073975869263	-0.081685040421315	0.133700193717866	-0.610956784353558	0.541228190534966	NA	chr4	13648	20086	+	transposable_element	NA
FBti0062812	0	NA	NA	NA	NA	NA	chr4	100810	100859	+	transposable_element	NA
FBti0063371	0.0715660842192608	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chr4	127181	127359	+	transposable_element	NA
FBgn0263344	0	NA	NA	NA	NA	NA	chr4	867823	871426	+	ncRNA	asRNA:CR43425
FBti0064023	0.285024114869939	0.00556952647612205	0.0572502273980412	0.0972839188462789	0.922500926322686	NA	chr4	518674	518810	+	transposable_element	NA
FBti0019500	0	NA	NA	NA	NA	NA	chr4	857743	858854	+	transposable_element	NA
FBti0063999	0.146484977771025	0.00333265223762729	0.0572090489926364	0.0582539352831445	0.953546359483498	NA	chr4	494715	494889	+	transposable_element	NA
FBti0114513	0	NA	NA	NA	NA	NA	chr4	1294980	1294990	-	transposable_element	NA
FBti0063382	0.149837787103529	0.0244994449775616	0.0572188573433555	0.428170818416502	0.668526760313674	NA	chr4	265827	267292	-	transposable_element	NA
FBti0061472	0.149837787103529	0.0244994449775616	0.0572188573433555	0.428170818416502	0.668526760313674	NA	chr4	1079448	1080189	+	transposable_element	NA
FBti0102110	0	NA	NA	NA	NA	NA	chr4	1307845	1307883	-	transposable_element	NA
FBti0062019	0	NA	NA	NA	NA	NA	chr4	1148452	1148589	+	transposable_element	NA
FBti0063578	0.922894231548824	-0.0685928904226428	0.0998129411081886	-0.687214399867188	0.491947631389297	NA	chr4	389768	390063	+	transposable_element	NA
FBti0020412	0	NA	NA	NA	NA	NA	chr4	297737	298160	-	transposable_element	NA
FBti0063426	1.2029714099065	-0.0247969927095121	0.101991632079116	-0.243127717480555	0.807906459859223	NA	chr4	361422	362060	-	transposable_element	NA
FBgn0039900	6.46759104806885	0.0081849610743171	0.203211237718759	0.0402780927186958	0.967871419081307	NA	chr4	278684	306481	-	protein_coding	Syt7
FBti0019473	0.507668208199833	-0.0144240487012253	0.0643806070005602	-0.224043378483521	0.822723549895276	NA	chr4	76553	81921	+	transposable_element	NA
FBgn0052011	0.508444142774341	0.0280682114711929	0.070312433027506	0.399192721153778	0.689751206113544	NA	chr4	5828	11765	-	pseudogene	CR32011
FBti0064036	0.146484977771025	0.00333265223762729	0.0572090489926364	0.0582539352831445	0.953546359483498	NA	chr4	532563	532686	-	transposable_element	NA
FBti0059689	0	NA	NA	NA	NA	NA	chr4	432031	433189	+	transposable_element	NA
FBti0064019	0	NA	NA	NA	NA	NA	chr4	512250	512307	-	transposable_element	NA
FBti0061364	0	NA	NA	NA	NA	NA	chr4	967192	967339	+	transposable_element	NA
FBti0020441	1.62736485990562	-0.136066954498493	0.128811891694388	-1.05632292724431	0.290820704684504	NA	chr4	1162183	1163613	-	transposable_element	NA
FBti0063399	2.54077728089149	0.12156785648597	0.147912588490497	0.821889858913402	0.411139585157296	NA	chr4	191498	191743	+	transposable_element	NA
FBti0062677	0	NA	NA	NA	NA	NA	chr4	1273945	1274055	-	transposable_element	NA
FBti0062906	3.76951544861729	-0.148380122253176	0.159622058043554	-0.929571539621984	0.352592968801534	NA	chr4	195915	196418	+	transposable_element	NA
FBti0063497	0.0715660842192608	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chr4	1021155	1021333	-	transposable_element	NA
FBti0060743	0.810179213458252	-0.00429687058730543	0.0951278412093472	-0.0451694323415722	0.963972258829791	NA	chr4	822710	823177	-	transposable_element	NA
FBti0114514	0	NA	NA	NA	NA	NA	chr4	1307750	1307767	-	transposable_element	NA
FBti0064068	2.02924551568208	0.07903083929214	0.137811329904568	0.573471276613231	0.566325641912868	NA	chr4	554529	554631	+	transposable_element	NA
FBti0060777	0	NA	NA	NA	NA	NA	chr4	870071	870392	-	transposable_element	NA
FBti0062635	0	NA	NA	NA	NA	NA	chr4	1179284	1179346	-	transposable_element	NA
FBti0060106	0	NA	NA	NA	NA	NA	chr4	627930	628070	-	transposable_element	NA
FBgn0283557	0	NA	NA	NA	NA	NA	chr4	400702	400765	-	pre_miRNA	mir-9385
FBti0114507	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chr4	1272113	1272133	-	transposable_element	NA
FBti0061501	0	NA	NA	NA	NA	NA	chr4	1103394	1103478	+	transposable_element	NA
FBti0059694	0	NA	NA	NA	NA	NA	chr4	682171	683835	-	transposable_element	NA
FBti0062053	0.213458030650678	0.0141250127904937	0.0569664628363894	0.247953130442055	0.804170670995559	NA	chr4	1252708	1252805	-	transposable_element	NA
FBti0061498	0	NA	NA	NA	NA	NA	chr4	1100537	1100615	+	transposable_element	NA
FBti0062916	2.69056089528198	-0.0690789922151441	0.149430337404624	-0.462282247466883	0.643878928599812	NA	chr4	217646	217791	-	transposable_element	NA
FBti0063997	0.292969955542051	0.00541112245673336	0.0575789945830408	0.0939773696279014	0.925127133583691	NA	chr4	484531	484658	+	transposable_element	NA
FBti0019497	0	NA	NA	NA	NA	NA	chr4	773207	773805	+	transposable_element	NA
FBti0064033	0	NA	NA	NA	NA	NA	chr4	526722	526810	-	transposable_element	NA
FBti0020442	0.190614179773098	-0.0195095334233161	0.0572516311354082	-0.340768167411219	0.733278116368329	NA	chr4	1164446	1164629	-	transposable_element	NA
FBti0062920	0.222223145792538	-0.0110017748971034	0.0569664628363894	-0.193127225200924	0.846859331384148	NA	chr4	228435	228490	-	transposable_element	NA
FBti0102117	0	NA	NA	NA	NA	NA	chr4	1289098	1294943	-	transposable_element	NA
FBti0020438	5.0552444102717	-0.0723892186201998	0.185102437682724	-0.3910765278212	0.695740669889876	NA	chr4	960195	961328	+	transposable_element	NA
FBti0102123	0	NA	NA	NA	NA	NA	chr4	1274608	1274637	-	transposable_element	NA
FBti0062898	1.22589305549878	0.105446781588371	0.0968054586035328	1.08926483185446	0.276037116517904	NA	chr4	180264	180926	+	transposable_element	NA
FBti0102120	0.222223145792538	-0.0110017748971034	0.0569664628363894	-0.193127225200924	0.846859331384148	NA	chr4	1281474	1282539	-	transposable_element	NA
FBti0063496	0.337099157544123	-0.0152236569962214	0.0610400321750133	-0.249404472012273	0.803047926262972	NA	chr4	1089666	1090282	+	transposable_element	NA
FBti0062022	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chr4	1179702	1179948	-	transposable_element	NA
FBti0062701	1.27462621240098	-0.03088619618133	0.112980670646754	-0.273375932400852	0.7845642515627	NA	chr4	127986	128824	-	transposable_element	NA
FBgn0053797	0	NA	NA	NA	NA	NA	chr4	843273	843973	+	pseudogene	CR33797
FBgn0039930	8.95734159320354	0.108800545189769	0.201201641717648	0.540753764536636	0.588677315096647	NA	chr4	1028674	1029361	-	protein_coding	CG11077
FBti0059678	8.33555263811509	-0.112500893991087	0.214524585039231	-0.524419585617723	0.599986737046672	NA	chr4	180926	183823	+	transposable_element	NA
FBti0063411	0	NA	NA	NA	NA	NA	chr4	343135	343180	-	transposable_element	NA
FBti0020416	5.53790778524092	-0.256981753551474	0.175338098521131	-1.46563556762026	0.142747596115536	NA	chr4	320043	328162	+	transposable_element	NA
FBti0020410	2.12015858915892	0.0764708998896714	0.137688571627671	0.555390320239933	0.57862771205574	NA	chr4	282777	289529	-	transposable_element	NA
FBti0063425	0	NA	NA	NA	NA	NA	chr4	431770	435221	+	transposable_element	NA
FBti0019482	0	NA	NA	NA	NA	NA	chr4	266525	267122	+	transposable_element	NA
FBti0060041	0	NA	NA	NA	NA	NA	chr4	729818	730256	+	transposable_element	NA
FBti0060772	0.285024114869939	0.00556952647612205	0.0572502273980412	0.0972839188462789	0.922500926322686	NA	chr4	860108	860249	-	transposable_element	NA
FBgn0264793	0.629105001537026	-0.0290550638124798	0.0821355233680483	-0.353745402976059	0.723529693145905	NA	chr4	276522	278174	+	ncRNA	lncRNA:CR44023
FBtr0445479_df_nrg	0	NA	NA	NA	NA	NA	chr4	400702	400724	-	miRNA	NA
FBti0060020	0	NA	NA	NA	NA	NA	chr4	709594	709964	-	transposable_element	NA
FBti0061499	0	NA	NA	NA	NA	NA	chr4	1101457	1101514	-	transposable_element	NA
FBti0062924	0.146484977771025	0.00333265223762729	0.0572090489926364	0.0582539352831445	0.953546359483498	NA	chr4	230631	230792	-	transposable_element	NA
FBti0061383	0	NA	NA	NA	NA	NA	chr4	987469	987529	+	transposable_element	NA
FBti0064152	0	NA	NA	NA	NA	NA	chr4	511459	511517	+	transposable_element	NA
FBti0061415	0	NA	NA	NA	NA	NA	chr4	1010987	1011506	-	transposable_element	NA
FBti0059981	0.193966989105602	0.00107653745568985	0.0572683073226087	0.0187981364566166	0.985002140453376	NA	chr4	630664	630838	+	transposable_element	NA
FBti0063434	3.3975057286054	0.0291610761704641	0.169850873105601	0.171686348367099	0.863684118871936	NA	chr4	219148	219597	-	transposable_element	NA
FBti0062136	0	NA	NA	NA	NA	NA	chr4	1182900	1182985	+	transposable_element	NA
FBti0062831	5.20731305125748	0.0514862965668249	0.189343744386632	0.271919712656004	0.785683753637126	NA	chr4	138970	139934	+	transposable_element	NA
FBti0063373	0.707376704421294	0.00615759492782516	0.0852655745955705	0.0722166590330472	0.942429487797468	NA	chr4	131097	131337	-	transposable_element	NA
FBgn0263385	1.04946722023742	-0.0680317147640729	0.0964045458371552	-0.705689904695893	0.4803810003913	NA	chr4	426066	426601	+	ncRNA	lncRNA:CR43437
FBti0060004	4.2033305384069	-0.0782469783645377	0.182440744864107	-0.428889820762467	0.668003408389523	NA	chr4	662316	662424	-	transposable_element	NA
FBti0060964	1.29334240123604	-0.00246953750868555	0.115738302883148	-0.0213372535035256	0.982976626598398	NA	chr4	955138	956342	-	transposable_element	NA
FBti0060897	0.779485952652347	0.0322082997889929	0.0866535049663925	0.371690675426049	0.710123168347325	NA	chr4	803696	805316	+	transposable_element	NA
FBti0060006	4.41656086493524	0.00375625202044511	0.186789742155427	0.0201095198114228	0.983956005970504	NA	chr4	667815	667929	+	transposable_element	NA
FBti0064000	0	NA	NA	NA	NA	NA	chr4	496327	496428	-	transposable_element	NA
FBti0063405	1.81845229327272	-0.021059458726446	0.131821558198498	-0.159757319017079	0.873072246649001	NA	chr4	317660	317776	-	transposable_element	NA
FBti0020450	0.146484977771025	0.00333265223762729	0.0572090489926364	0.0582539352831445	0.953546359483498	NA	chr4	1272856	1273949	-	transposable_element	NA
FBti0019499	0.340451966876627	0.00161328180743699	0.0612240745418523	0.0263504482429401	0.978977816983416	NA	chr4	839997	841725	+	transposable_element	NA
FBti0060140	0	NA	NA	NA	NA	NA	chr4	798183	798296	+	transposable_element	NA
FBti0062219	0.483584135315149	-0.0142049367796809	0.0699563876502349	-0.203054177850094	0.839092686345762	NA	chr4	53997	54348	+	transposable_element	NA
FBti0062143	0	NA	NA	NA	NA	NA	chr4	1257059	1258095	+	transposable_element	NA
FBti0060005	2.11495232286937	-0.0843910702913103	0.134434844617714	-0.627746999159997	0.530169691356763	NA	chr4	667077	667195	+	transposable_element	NA
FBti0062021	0	NA	NA	NA	NA	NA	chr4	1173400	1173481	-	transposable_element	NA
FBti0063973	0	NA	NA	NA	NA	NA	chr4	429434	429547	-	transposable_element	NA
FBti0059764	1.01087652509501	-0.0467789225801167	0.102619524062234	-0.455848173216508	0.648499160142777	NA	chr4	206491	209946	-	transposable_element	NA
FBti0062006	0	NA	NA	NA	NA	NA	chr4	1136022	1136077	+	transposable_element	NA
FBti0020405	0.989591173970521	0.0417817371400535	0.100386778465309	0.416207570148215	0.677258120773936	NA	chr4	41513	42258	+	transposable_element	NA
FBti0062905	5.59813134915486	-0.100887372834197	0.186340125152248	-0.541415182327303	0.588221444892278	NA	chr4	192639	193017	-	transposable_element	NA
FBti0060021	0	NA	NA	NA	NA	NA	chr4	715016	715080	-	transposable_element	NA
FBti0062035	1.28633488638243	0.0453242075935035	0.108984849672671	0.41587622251746	0.677500579448588	NA	chr4	1224602	1224953	-	transposable_element	NA
FBti0059964	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chr4	604599	604832	-	transposable_element	NA
FBgn0266616	0.368708123563563	-0.00915363066579315	0.0626406582314827	-0.146129222205277	0.883819378038798	NA	chr4	851173	851624	+	ncRNA	lncRNA:CR45123
FBgn0267734	1.38102201380173	0.0820758930566548	0.114195421299226	0.718731908187385	0.472306119213893	NA	chr4	228575	229112	-	ncRNA	asRNA:CR46065
FBti0061999	3.88919536495361	0.126397431821615	0.176889993830766	0.714553882242439	0.47488475023709	NA	chr4	1127677	1128075	+	transposable_element	NA
FBti0063387	0	NA	NA	NA	NA	NA	chr4	277178	277322	-	transposable_element	NA
FBti0064044	0	NA	NA	NA	NA	NA	chr4	543141	543307	-	transposable_element	NA
FBti0019484	0	NA	NA	NA	NA	NA	chr4	294644	295728	-	transposable_element	NA
FBti0062214	0	NA	NA	NA	NA	NA	chr4	26624	26659	+	transposable_element	NA
FBti0062662	2.03458869586555	0.128266259942621	0.13875704040757	0.924394607768121	0.35528090115268	NA	chr4	1272187	1272496	-	transposable_element	NA
FBti0114521	0	NA	NA	NA	NA	NA	chr4	1314246	1314313	-	transposable_element	NA
FBti0061568	0.119048095553837	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chr4	953150	953198	-	transposable_element	NA
FBti0061406	0.297142039344303	0.00109553963928501	0.0572602634707303	0.0191326335731064	0.984735298363714	NA	chr4	999516	1001425	+	transposable_element	NA
FBti0062675	0.482343913308044	0.030141122015889	0.068896837525241	0.437481938192685	0.661761872111212	NA	chr4	1143008	1143250	+	transposable_element	NA
FBti0060067	0.313015084659439	-0.0111996245328966	0.0575929220514724	-0.194461821591327	0.845814287024297	NA	chr4	569607	569643	-	transposable_element	NA
FBti0062716	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chr4	140102	140151	+	transposable_element	NA
FBti0059977	1.38802844679084	-0.0419895830780773	0.123746148924812	-0.339320321827471	0.734368435214818	NA	chr4	626366	626616	-	transposable_element	NA
FBti0061467	1.40404632918538	0.0185068060221058	0.119478638320835	0.154896358731588	0.876903024313229	NA	chr4	1046765	1047067	-	transposable_element	NA
FBti0020421	0.435681176443216	0.00396751112231126	0.0606586941761772	0.0654071304401643	0.94784984696861	NA	chr4	414827	415423	-	transposable_element	NA
FBti0061368	0.175938016569826	0.0141250127904937	0.0569664628363894	0.247953130442055	0.804170670995559	NA	chr4	979181	979529	+	transposable_element	NA
FBti0059987	0.193966989105602	0.00107653745568985	0.0572683073226087	0.0187981364566166	0.985002140453376	NA	chr4	638328	638430	-	transposable_element	NA
FBti0064159	0	NA	NA	NA	NA	NA	chr4	456286	456352	-	transposable_element	NA
FBti0063546	0	NA	NA	NA	NA	NA	chr4	1148086	1148325	-	transposable_element	NA
FBti0063429	0.587956067665714	0.0174726703303762	0.0804855035915912	0.217090898990183	0.828137506401245	NA	chr4	366870	367070	+	transposable_element	NA
FBti0064018	0	NA	NA	NA	NA	NA	chr4	511815	511931	+	transposable_element	NA
FBti0059968	0.268885882657366	0.00927248249517626	0.0574944716441596	0.161276071072795	0.871875969054895	NA	chr4	619326	619377	+	transposable_element	NA
FBti0059743	0	NA	NA	NA	NA	NA	chr4	1175425	1178849	-	transposable_element	NA
FBti0019476	2.03920323128734	0.0226675194790953	0.13319861403261	0.170178343398872	0.864869882745672	NA	chr4	143749	147932	+	transposable_element	NA
FBti0060741	0.337099157544123	-0.0152236569962214	0.0610400321750133	-0.249404472012273	0.803047926262972	NA	chr4	820013	820196	-	transposable_element	NA
FBti0062926	2.47646903625315	0.0292011009404032	0.141370485814559	0.206557265274645	0.836355637800286	NA	chr4	233399	233839	+	transposable_element	NA
FBti0062054	0.309662275326935	-0.027211273662916	0.0575801812609985	-0.472580548844978	0.636512462414624	NA	chr4	1252867	1253001	+	transposable_element	NA
FBti0020427	0.459500062430464	-0.0105028672164248	0.0683662441829998	-0.153626505915861	0.877904236334775	NA	chr4	643517	643796	+	transposable_element	NA
FBti0063388	0.0715660842192608	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chr4	291877	292297	+	transposable_element	NA
FBti0059681	0	NA	NA	NA	NA	NA	chr4	207615	208719	+	transposable_element	NA
FBti0063560	0.557166376116022	-0.0194108642251352	0.0729866760231764	-0.265950791059062	0.790277107560212	NA	chr4	1121195	1121309	-	transposable_element	NA
FBti0060134	0	NA	NA	NA	NA	NA	chr4	751515	751635	+	transposable_element	NA
FBti0059967	0.45614725309796	-0.0287125028379521	0.0684411711991406	-0.419520916063936	0.67483547185422	NA	chr4	616659	616773	+	transposable_element	NA
FBti0061476	0	NA	NA	NA	NA	NA	chr4	1090804	1091282	-	transposable_element	NA
FBti0059996	0	NA	NA	NA	NA	NA	chr4	642958	643106	-	transposable_element	NA
FBgn0266725	1.19687110300595	-0.0456165421437572	0.108044294250698	-0.422202231595053	0.672877412783428	NA	chr4	175454	175874	+	ncRNA	asRNA:CR45198
FBti0020407	0	NA	NA	NA	NA	NA	chr4	206603	206763	-	transposable_element	NA
FBti0064035	0.222223145792538	-0.0110017748971034	0.0569664628363894	-0.193127225200924	0.846859331384148	NA	chr4	529230	529465	-	transposable_element	NA
FBti0063424	0.175938016569826	0.0141250127904937	0.0569664628363894	0.247953130442055	0.804170670995559	NA	chr4	357583	357789	-	transposable_element	NA
FBti0063517	1.00280448337259	-0.10050733894957	0.0903350365811885	-1.11260639009361	0.26587751482038	NA	chr4	346640	347726	-	transposable_element	NA
FBti0061365	0	NA	NA	NA	NA	NA	chr4	971089	971131	+	transposable_element	NA
FBti0060763	0	NA	NA	NA	NA	NA	chr4	842835	842968	+	transposable_element	NA
FBti0061970	0.268885882657366	0.00927248249517626	0.0574944716441596	0.161276071072795	0.871875969054895	NA	chr4	1013960	1014084	-	transposable_element	NA
FBgn0266619	5.74213110765603	0.19195249972593	0.198403324387122	0.967486307595306	0.33330098290031	NA	chr4	459767	461413	+	ncRNA	asRNA:CR45126
FBti0059990	0.535238230451977	-0.0305687039795824	0.0708031235806754	-0.431742307876452	0.665928714335853	NA	chr4	641407	641498	-	transposable_element	NA
FBti0061413	0.146484977771025	0.00333265223762729	0.0572090489926364	0.0582539352831445	0.953546359483498	NA	chr4	1007783	1007977	-	transposable_element	NA
FBti0063553	2.72303130305919	0.135843081366237	0.151122837781396	0.898891811194932	0.368710290157939	NA	chr4	416989	417485	-	transposable_element	NA
FBti0060765	0	NA	NA	NA	NA	NA	chr4	846659	846948	-	transposable_element	NA
FBgn0039937	2.82758877224408	-0.143191004131836	0.156709539986999	-0.913735080478931	0.360856066031299	NA	chr4	836985	844529	-	protein_coding	fd102C
FBti0020418	0	NA	NA	NA	NA	NA	chr4	367424	367913	-	transposable_element	NA
FBti0062217	1.60208390490907	-0.171596074514821	0.123242168053576	-1.39234871655475	0.163816825936824	NA	chr4	42504	42593	+	transposable_element	NA
FBti0064039	0.143132168438522	-0.0181871816467342	0.0571925665763102	-0.317999046650016	0.750485660068158	NA	chr4	535916	536334	-	transposable_element	NA
FBti0114512	0	NA	NA	NA	NA	NA	chr4	1294974	1294980	-	transposable_element	NA
FBti0102104	0	NA	NA	NA	NA	NA	chr4	1320140	1332489	-	transposable_element	NA
FBti0063501	0.265533073324862	-0.00768559337116673	0.0574858754210816	-0.133695334982204	0.893643494191056	NA	chr4	974002	974320	-	transposable_element	NA
FBti0020424	0.146484977771025	0.00333265223762729	0.0572090489926364	0.0582539352831445	0.953546359483498	NA	chr4	512902	514138	-	transposable_element	NA
FBti0060017	0.508444142774341	0.0280682114711929	0.070312433027506	0.399192721153778	0.689751206113544	NA	chr4	698802	699064	-	transposable_element	NA
